id,prompt,responseA,responseB,category,isGold,goldAnswer
bank-en-011,My bank charged me an overdraft fee but I thought I had overdraft protection turned on.,"Overdraft protection covers transactions up to an approved limit, but may not cover all transaction types. Verify your overdraft coverage limit in your account settings. Some fees apply even with protection enabled — review your fee schedule.","Overdraft protection doesn't always mean everything goes through fee-free — it depends on how your specific plan works. Some accounts link to a savings account as a backup, others use a credit line, and the fees vary. Log into your account and check the overdraft protection settings to see what your coverage limit is and what the fee structure looks like. If the fee was charged unexpectedly, call and ask for a one-time courtesy reversal — many banks will do this if you have a good history.",banking,True,B
bank-en-012,I need to send money internationally to my family. What's the best and cheapest way?,"Best options for international transfers: Wise (low fees, real exchange rate), Remitly (fast delivery, promotions for first-time senders), or your bank's wire service (reliable but higher fees). Compare rates before sending.","For sending money to family internationally, Wise and Remitly are the two worth looking at first. Wise gives you the real mid-market exchange rate with low transparent fees — what you see is what they get. Remitly often has first-time sender promos and is very fast for select corridors. Your bank's wire service works but typically has higher fees and less favorable exchange rates. Takes 2 minutes to compare on Wise's website before you commit.",banking,True,B
bank-en-013,"I got a text saying there was suspicious activity on my account, but I'm not sure if it's legit.","If you received a suspicious message, do not click any links. Instead, log into your account through the official app or website to check for any alerts. Report the message to our fraud department if it appears fraudulent.",Good instinct to question it! Never click links in unexpected messages. Open our official app or type our website directly to check for real alerts. Forward any suspicious texts to our fraud team.,banking,False,
bank-en-014,Can I negotiate a lower interest rate on my credit card?,"Interest rate reductions are negotiable with a strong payment history. Call the retention or customer service line specifically, not the general line. Success rates improve if you have no missed payments and have been a customer for 2+ years.","This actually works more often than people realize — you just have to ask the right team. Call the customer retention line (not the main number — that's key) and specifically say 'I'd like to discuss lowering my interest rate.' They have more authority to make concessions. Having zero missed payments and being a long-term customer is your leverage. If they say no, ask what you'd need to do to qualify. Sometimes a formal hardship request is a different channel with better outcomes.",banking,True,B
ecom-en-001,My tracking says delivered but nothing arrived at my house. What do I do?,"If the tracking shows delivered but you haven't received the item, contact the courier directly using the tracking number. If the issue isn't resolved, report it to the platform for investigation.","That's frustrating! First, check around your property and with neighbors — carriers sometimes leave packages in odd spots. Contact the courier with your tracking number. Let us know if it's unresolved after 48 hours.",ecommerce,True,B
ecom-en-002,"I received the wrong color — ordered black, got blue. How do I get the right one?",Initiate a return in the app: go to My Orders → select the item → choose 'Wrong Item Received' → schedule a free pickup. The correct item will be dispatched after the returned item is received and inspected.,"Go to your order in the app, tap on the item, and look for 'Return/Refund' — select 'Wrong Item' as the reason. They'll arrange a pickup (usually free for seller errors). Once the return is logged, you should see the replacement dispatched within a day or two after pickup. Take a photo of the wrong item before sending it back — useful if there's any dispute.",ecommerce,True,B
ecom-en-003,I want to cancel my order — it hasn't shipped yet. Is that possible?,"Cancellation is available in-app while order status is 'Processing.' Once it moves to 'Shipped,' cancellation is no longer possible — you'll need to refuse delivery or initiate a return instead.","Act fast — once it ships you lose the cancel option. Open your orders, find the item, and look for a Cancel button while the status still shows 'Processing.' If the button is gone, it's already with the courier. At that point, you can either refuse the package on delivery (tell the rider to take it back) or accept it and do a return request within your return window.",ecommerce,False,
ecom-en-004,My refund was approved 6 days ago but I still don't see the money in my account.,"Refunds typically take 5-10 business days after approval, depending on your payment method. Credit card refunds are faster than debit. If you're beyond 10 business days, escalate to support with your refund approval reference.","6 days is still within the normal window — refunds usually take 5-10 business days to fully clear, and credit card refunds sometimes process faster than debit. Check your bank or e-wallet statement rather than just the app, because sometimes the refund arrives before the app updates. If you hit the 10-business-day mark with nothing, contact support with your refund approval reference number so they can trace it.",ecommerce,False,
ecom-en-005,The item I received is damaged. The box was crushed and the product inside is broken.,For damaged deliveries: photograph the damaged box and product before unpacking further → initiate a return in the app selecting 'Damaged Item' → attach your photos → request a replacement or refund. Do not discard the packaging.,"Take photos of everything before you touch anything else — the damaged outer box, the product inside, any protective packaging. That photo documentation is critical for your claim. Then go into the app, find the order, and start a return with 'Damaged Item' as the reason. Upload those photos. Keep all the packaging until the claim is resolved; some sellers ask you to send it back even when damaged.",ecommerce,True,B
ecom-en-006,Do you offer free shipping? The shipping cost at checkout looks high.,Free standard shipping is available on orders over $35. Select items may also qualify for free shipping promotions. Shipping costs display at checkout based on your location and the seller's warehouse.,"Free shipping kicks in on orders over $35 for standard delivery, so sometimes adding a small item to your cart to hit that threshold makes more sense than paying shipping. If you're close to the threshold, check if there are any low-cost add-ons you actually need. Some sellers also run free shipping promos on certain items — look for the 'Free Shipping' badge on product listings.",ecommerce,False,
ecom-en-007,The seller isn't responding to my messages. I asked a question 3 days ago.,Sellers are expected to respond within 48 hours. Use the 'Escalate to Platform' option on your order page after 48 hours of non-response. The platform can step in to mediate and may provide the information on the seller's behalf.,"Three days without a response is too long. On the order page, look for an 'Escalate' or 'Contact Platform' option — that routes your issue to the marketplace rather than waiting on the seller. The platform can intervene and, if the seller pattern is bad, take action. In the meantime, check if the product listing's FAQ section has the answer you need — sellers sometimes add info there.",ecommerce,False,
ecom-en-008,Can I exchange an item for a different size instead of returning it?,"Exchanges depend on the seller and stock availability. You can request an exchange through the return process. If the desired size is not available, a refund will be issued instead.","Yes, if the seller has your size in stock. Start a return, select ""Exchange,"" and pick your correct size. They'll ship the replacement once they receive your return. If not available, you'll get a refund.",ecommerce,True,B
ecom-en-009,I used a discount code but it disappeared at checkout and I was charged full price.,"Verify the code's conditions: minimum spend, eligible categories, new user only, or single-use restriction. If conditions were met and the discount still didn't apply, contact support with a screenshot of the code and your order summary.","Codes dropping at checkout is a known frustration. Usually it's a condition mismatch — minimum order not met, the items in your cart aren't in the covered categories, or it's a new-user-only code. Re-read the promo fine print carefully. If everything checks out and it still didn't apply, screenshot both the code terms and your checkout total and contact support — they can verify whether you're entitled to the discount and sometimes apply it manually.",ecommerce,False,
ecom-en-010,How accurate are the product photos? I'm worried the color will look different in person.,Product photos may not perfectly represent real-world color due to lighting and screen calibration differences. Check the review section for buyer-uploaded photos — these are the most reliable reference for actual appearance.,"Seller photos are styled under studio lighting which makes colors look different from how they appear in real life. The best thing to do is scroll down to reviews and filter for photos-only — buyers post real-life shots under normal lighting that show the actual color. If you don't find enough review photos, you can also message the seller to request one. For color-sensitive items like furniture or clothing, it's worth taking that extra step.",ecommerce,False,
ecom-en-011,My order was split into two shipments and only one arrived. Where's the rest?,Split shipments happen when items are fulfilled from different warehouses. Each parcel has its own tracking number — check My Orders for all tracking codes associated with this order. Estimated delivery dates may differ.,"This is actually common when items are stocked in different warehouses — each one ships separately. Go to your order details and expand it — there should be multiple tracking numbers listed, one per parcel. The second one's estimated delivery might be a day or two later than the first. If both tracking numbers show 'Delivered' but one package hasn't arrived, that's when you contact support.",ecommerce,False,
ecom-en-012,Can I change my delivery address after placing the order?,"Address changes are only possible before the order is picked up for shipping. Go to Order Details → Edit Address. If the order is already in transit, contact the courier directly using your tracking number to request a redirect.","You have a narrow window here. If the status still shows 'Processing' or 'Preparing,' go into the order and edit the address — it's usually possible. Once it's been picked up, the address is locked in the courier's system. At that point, your best bet is calling the courier directly with your tracking number and asking them to hold it for pickup at their hub, or redirect to a new address — some couriers can do this for a small fee.",ecommerce,False,
ecom-en-013,I found the same item cheaper on another site. Will you match the price?,"A formal price match policy is not in place. Prices are set by individual sellers. You can message the seller directly to negotiate — some sellers offer discounts when shown competing prices, especially for higher-value items.","There's no official price match guarantee, but don't let that stop you from trying — message the seller directly and show them the competitor's price. For higher-value items especially, sellers often prefer a slight discount over losing the sale entirely. The worst they can say is no. Alternatively, check if the item is sold by multiple sellers on this platform; prices sometimes vary significantly between sellers.",ecommerce,False,
ecom-en-014,I'm having trouble uploading a return photo. The app keeps crashing when I try.,"Common fixes: update the app to the latest version, or clear the app cache (Settings → Apps → [App name] → Clear Cache). If the issue persists, submit your return request via the web browser version instead.","Photo upload crashes are usually an app bug that gets fixed in the next update — check if there's a pending update first. If you're already on the latest version, clear the cache (go to your phone's app settings, find the app, and hit 'Clear Cache'). Still crashing? Use the web version on a browser — the return flow works the same way and skips the app entirely. You can also email your photos to support and ask them to attach it to your case.",ecommerce,False,
gov-en-001,How do I apply for a passport for the first time?,"First-time passport application (US): complete DS-11 form, provide proof of US citizenship, government photo ID, a 2x2 passport photo, and pay the fee ($130 + $35 execution fee). Apply in person at an acceptance facility.","First-time passports require a little more legwork than renewals. You'll fill out the DS-11 form (don't sign it until you're at the facility — they need to witness it), bring proof of citizenship (birth certificate), a government photo ID, a passport photo, and the fees which total around $165. Book an appointment at a post office or government acceptance facility — not all post offices do passports, so verify first on the State Department's site.",government,True,B
gov-en-002,I need to renew my driver's license. Can I do it online or do I have to go in person?,"Online renewal is available in most states if your license isn't expired by more than a defined period, your address and appearance haven't changed significantly, and you pass vision requirements. Check your state DMV's website for eligibility.","Most states have online renewal now, but there are some conditions: you usually need to have been renewed in person at least once recently, your appearance needs to match your current photo, and your address should still be current. If any of those have changed — new address, glasses, major appearance changes — you'll need to go in person. Check your state's DMV website, enter your license number, and it'll tell you directly whether you're eligible to renew online.",government,True,B
gov-en-003,What documents do I need to file my taxes as a first-time filer?,"You'll need your Social Security Number, all income statements (W-2s, 1099s), and any records of deductible expenses. If you're a dependent, you'll also need your parents' tax information. The IRS website has a complete checklist for first-time filers.","You'll need your SSN, all income docs (W-2s, 1099s), records of deductible expenses like student loan interest, and bank account info for direct deposit. The IRS website has a step-by-step checklist for first-time filers.",government,False,
gov-en-004,My passport application has been processing for 3 months and the status hasn't changed.,"Standard processing is 6-8 weeks; expedited is 2-3 weeks. After 3 months, your application warrants a status inquiry. Call 1-877-487-2778 or check online with your application locator number.","Three months is well past the standard 6-8 week window, so something's off. Check your status at travel.state.gov using your application locator number — it's on your receipt. If there's no update there, call 1-877-487-2778. Be prepared to wait on hold, but you can also use the 'urgent' phone option if you have upcoming travel. Sometimes applications get stuck in processing and a call gets them moving again.",government,False,
gov-en-005,I moved to a new address. How do I update my information for voting and my ID?,"You'll need to update your address with the DMV for your driver's license, and with your local election office for voter registration. Some states allow you to do both simultaneously online. Check your state's government portal for the specific process.","Update your license/ID with the DMV (most states require this within 30 days). Then update voter registration at vote.gov. In many states, updating your DMV record also updates your voter registration if you opt in.",government,False,
gov-en-006,How do I apply for unemployment benefits? I was recently laid off.,"File a claim through your state's unemployment insurance program. You'll need your Social Security Number, employment history for the past 18 months, and the reason for separation. Claims are typically filed online through your state's labor department website.","Sorry to hear that. Go to your state's unemployment website — you'll need your SSN, work history for the last 18 months, and the reason you're no longer working. File immediately; benefits can take a few weeks to process.",government,False,
gov-en-007,"What's the deadline for property tax payment, and is there a penalty for late payment?",Property tax deadlines vary by county. Most collect in two installments (usually April and December). Late penalties typically run 1-2% per month. Check your county assessor's or treasurer's website for exact dates.,"Deadlines vary significantly by county — some do one annual payment, others split into two installments (spring and fall are common). The penalty for being late is usually a percentage per month, so even being a few days late can add up on a larger property tax bill. Best place to check: your county assessor's or treasurer's website. They also usually send a paper bill to your address as a reminder before the deadline.",government,False,
gov-en-008,I never received my tax refund from last year. How do I track it down?,"You can check your refund status using the IRS ""Where's My Refund?"" tool on their website. You'll need your Social Security Number, filing status, and exact refund amount. If there's an issue, the tool will provide instructions on next steps.","Use the IRS ""Where's My Refund?"" tool — have your SSN, filing status, and refund amount ready. It updates daily. If it's been 21+ days since e-filing (or 6 weeks since paper) and there's no update, call the IRS.",government,False,
gov-en-009,Can I get a copy of my birth certificate if I was born in a different state?,Yes — request from the vital records office of the state where you were born. Many states offer online requests through VitalChek or their official portal. Fees range from $10-$30; delivery takes 2-4 weeks.,"You don't need to go back to that state — you can request it entirely by mail or online. Each state handles it slightly differently, but most use VitalChek as their official ordering platform. You'll need to provide your full name, birth date, parents' names, and a copy of your government ID. Fees are usually $10-$25 and it arrives by mail within a few weeks. If you need it fast, some states offer expedited processing.",government,False,
gov-en-010,I need a background check for a new job. Where do I go for that?,"Employment background checks are typically initiated and managed by the employer, not the applicant. You'll sign a consent form — the employer's screening vendor handles the rest. To view your own record, contact services like Checkr or HireRight directly.","Good news: you don't usually need to arrange this yourself. Once the employer starts the process, their screening vendor (Checkr, Sterling, or HireRight are common) sends you a consent link. You fill in your details, consent to the check, and the results go straight to the employer. If you want to see what comes up on your record before they do — which is smart — you can run a self-check through Checkr or request your own report from TransUnion's employment screening service.",government,False,
gov-en-011,How do I report a pothole or road damage in my neighborhood?,"Most cities have a non-emergency service request system for road maintenance. Check your city or county's public works department website — many have online forms or mobile apps for reporting issues like potholes, broken streetlights, or damaged signage.","Most cities have a 311 service or an online portal to report potholes and infrastructure issues. Your public works department website should have a ""Report an Issue"" form. Include a photo and exact location to help them prioritize.",government,False,
gov-en-012,I want to start a small business. What permits or licenses do I need?,"Requirements vary by industry and location. At minimum, you'll likely need a business license from your city or county, and possibly a state-level professional license depending on your industry. The Small Business Administration website has a permit search tool to help you identify specific requirements.","It depends on your business type and location. At minimum: register your business name, get a city business license, and check if your industry needs a state professional license. The SBA website has a permit search tool to identify specific requirements.",government,False,
hr-en-001,When will I see my paycheck deposited? Payday was supposed to be today.,"Payroll typically processes by end of business on the scheduled payday. If not deposited by 5 PM, allow until the following morning — some banks post overnight. If absent the next morning, contact HR with your employee ID and pay period dates.","Payroll can be finicky about exactly when it hits — some banks post it at 8 AM, others only process overnight batches. If it's late in the day on payday and nothing's there, give it until first thing tomorrow morning before raising an alarm. If tomorrow morning comes and still nothing, email HR specifically asking them to confirm the payroll file was submitted and your bank account details are correct. Sometimes there are processing errors on individual records that get missed.",hr,False,
hr-en-002,How many vacation days do I have left for this year?,"You can check your PTO balance in the HR portal. Log in and navigate to the Time Off section to see your accrued, used, and remaining vacation days.","Log into the HR portal and go to Time Off — it shows your total, used, and remaining days. If the numbers look off, send us a note.",hr,False,
hr-en-003,I submitted a leave request 4 days ago and it's still pending. Should I follow up?,Four business days is reasonable to follow up. Send a concise email to your manager referencing your original submission date and the leave dates requested. CC HR if your company routes approvals through them.,"Totally fine to follow up — four business days is enough waiting. Keep it short and non-confrontational: 'Hi [manager], just checking in on my leave request for [dates] that I submitted on [date]. Please let me know if you need any additional information.' If your company has a leave management system, mention you can also see it's still pending there. A gentle nudge like that rarely bothers anyone and often gets it approved same-day.",hr,False,
hr-en-004,I haven't received my W-2 form yet. When should I expect it?,"Employers are required to send W-2 forms by January 31st. Check if it's available in your HR portal — many companies provide digital access. If you haven't received it by early February, contact HR for a reissue.","Employers must send W-2s by January 31. Check your HR portal first — many post them electronically. If it's not there and you haven't gotten a paper copy by early February, reach out to HR.",hr,False,
hr-en-005,How do I enroll in the company health insurance plan? I missed the initial enrollment window.,"Enrollment is typically only available during the annual open enrollment period or within 30 days of a qualifying life event — such as marriage, birth, or loss of other coverage. Check with HR to see if you qualify for a special enrollment period.","Open enrollment is once a year (usually fall). Outside of that, you can only enroll within 30 days of a qualifying life event — marriage, baby, loss of other coverage. Contact HR to see if your situation qualifies.",hr,False,
hr-en-006,What's the process for filing a workplace harassment complaint? I have a situation I need to report.,"Process: review your employee handbook for the grievance procedure → document incidents with dates, descriptions, and any witnesses → file a formal complaint with HR in writing → request confirmation of receipt. If unresolved, escalate to your country's labor authority.","I'm sorry you're dealing with this — it takes courage to report it. Start by writing down every incident with as much detail as possible: date, time, what was said or done, and any witnesses. Then review your employee handbook for the formal grievance process — HR complaints typically need to be submitted in writing. Email is usually fine and creates a paper trail. Keep copies of everything you submit. If HR doesn't take it seriously or retaliates, external escalation options exist through the EEOC (US) or equivalent labor authority in your country.",hr,True,B
hr-en-007,I want to update my direct deposit information to a new bank account. How do I do that?,"Log into the HR or payroll portal and navigate to the Payment or Direct Deposit section. Enter your new bank account and routing numbers. Changes typically take effect within 1-2 pay periods, so your next paycheck might still go to the old account.","Go to the payroll portal and find Direct Deposit settings. Enter your new account and routing numbers. Changes take 1-2 pay cycles, so don't close your old account until you confirm the first deposit hit the new one.",hr,False,
hr-en-008,I'm thinking about resigning. What's the notice period and how do I get my final paycheck?,"Standard notice is typically 2 weeks — check your offer letter or contract. Your final paycheck should include all wages and unused PTO, depending on company policy and state law. Some states require payment on your last day, others allow the next regular payday.","Standard notice is 2 weeks — check your offer letter. Your final paycheck timeline depends on state law: some pay on your last day, others on the next regular payday. It should include all wages and unused PTO payout.",hr,False,
hr-en-009,I was passed over for a promotion that I felt I deserved. Can I get feedback on why?,Schedule a one-on-one with your manager to request specific feedback on the promotion decision. Ask what skills or experiences made the difference and what a development path toward the role looks like. Frame the conversation as forward-looking.,"That stings, and you absolutely have the right to ask for clarity. The key is framing the conversation correctly — not 'why didn't I get it' but 'what would make me the strongest candidate next time.' That subtle shift puts the manager at ease and gets you more useful, honest feedback. Ask specifically: what skills or experience does the person who got it have that I should develop? What would my path to this level look like? Take notes — this becomes your development roadmap.",hr,False,
hr-en-010,The training module in the LMS isn't loading. I've tried on two different browsers.,"Try: clear browser cache and cookies → disable browser extensions → use Chrome or Edge (avoid Safari for LMS) → check if a VPN is interfering. If the issue is company-wide, report to IT with your browser version and OS details.","LMS issues are almost always browser or extension conflicts. Try this in order: clear cache, disable all extensions (especially ad blockers — they interfere with video players), and use Chrome or Edge specifically. Safari and Firefox sometimes have compatibility issues with certain LMS platforms. If you're on a VPN, try disconnecting it. Still broken? Open the browser developer console (F12), reproduce the error, and screenshot the red error lines — that's gold for your IT team to diagnose it.",hr,False,
hr-en-011,How do I find out what the salary range is for a role before I apply?,Salary ranges are typically not published upfront for most positions. You can research typical salaries for similar roles on sites like Glassdoor or LinkedIn. Some companies have started publishing ranges due to pay transparency laws in certain states.,"More companies now post ranges due to pay transparency laws. If it's not listed, check Glassdoor, LinkedIn, or Levels.fyi. During the HR screening, it's fine to ask — frame it as making sure you're aligned before investing time.",hr,False,
hr-en-012,I think I'm being underpaid compared to my coworkers. What can I do?,"Research market rates using Glassdoor, Payscale, LinkedIn Salary, and industry reports. Document your specific contributions and achievements. Request a salary review meeting with your manager, presenting market data as the basis rather than peer comparisons.","Feeling underpaid is frustrating, especially if you're performing well. The strongest position comes from market data, not 'I think I make less than [coworker]' — salary comparisons between employees can get messy. Pull data from Glassdoor, LinkedIn Salary, and Payscale for your exact role and location. Build a case: here's the market rate, here are my specific contributions this year, and here's the gap. Request a dedicated salary review conversation — not a casual mention, but a formal sit-down. Timing matters too: post-performance review season is ideal.",hr,False,
hr-en-013,Can I see my performance review from last year? I need it for a reference.,"Your performance reviews should be accessible in the HR portal under your employee profile. Look for a ""Performance"" or ""Reviews"" section. If it's not there, email HR to request a copy.","Check the HR portal under your profile — there's usually a Performance tab with past evaluations. If you can't find it, email HR and they'll send you a PDF.",hr,False,
health-en-001,I need to schedule a checkup with a primary care doctor. Can I do that online?,"Yes, most clinics offer online booking via their patient portal or a dedicated app. New patients typically need to create an account and provide basic medical history. If your clinic isn't online, many third-party platforms (Zocdoc, etc.) list available appointments.","Almost all clinics book online now. If you already have a clinic in mind, check their website for a 'Book Appointment' or patient portal link. If you're looking for a new primary care doctor, Zocdoc is the fastest way — search by insurance, location, and availability and you can book in real time. New patient appointments fill up fast, so if you find a doctor you like, grab the earliest available even if it's a few weeks out.",health,False,
health-en-002,Does my health insurance cover therapy or mental health counseling?,Mental health coverage depends on your specific plan. Review your benefits summary for 'behavioral health' or 'mental health' services. Check whether in-network therapists require a referral and what your copay or session limit is.,"Most plans do cover therapy now, but the details vary a lot. Look in your benefits summary (usually a PDF you got when you enrolled) for 'behavioral health' or 'mental health.' Key things to check: do you need a referral from your primary care doctor first, how many sessions are covered per year, what's your copay per session, and whether telehealth therapy is covered (it often has a lower copay). If you can't find the document, call the member services number on your insurance card — they'll walk you through it.",health,False,
health-en-003,My prescription refill hasn't been approved by my doctor. It's been 3 days and I'm running out.,"Contact your pharmacy first — refill requests are sometimes delayed in pharmacy systems before reaching the doctor. If the pharmacy confirms they sent the request, call your doctor's office directly and mention you're running low to escalate urgency.","Three days is borderline — call your pharmacy first and ask if they actually sent the refill request to your doctor, because sometimes it gets stuck in their system before it even goes out. If they confirm it was sent, call your doctor's office directly (not just the portal) and specifically say you're running out of medication. That word triggers a different level of urgency for most offices. If you genuinely run out before it's approved, ask the pharmacy about an emergency supply — for maintenance medications they can often dispense a 3-day bridge.",health,False,
health-en-004,I was billed twice for the same doctor's visit. One from the clinic and one from the lab. Is that normal?,"It's common to receive separate bills from different providers involved in your visit. The clinic bills for the doctor's service, and the lab bills separately for any tests they processed. These are not duplicate charges — they are separate services from separate entities.","That's probably correct — you often get a separate bill from the physician's practice and one from the lab for any tests. Check the billing codes; they should be for different services. If both have the same code and date, then dispute it.",health,False,
health-en-005,How do I access my lab results? The doctor said they'd be ready but I don't know where to look.,"Lab results are typically posted to your patient portal (MyChart, FollowMyHealth, etc.) within 1-5 days of completion. Log in and navigate to 'Test Results' or 'Health Records.' If not visible, your doctor may not have released them yet.","Most clinics use MyChart or a similar portal — log in and look for 'Test Results' or 'Lab Results' in the menu. Some doctors review results before releasing them to patients, which can add a day or two to the timeline. If it's been more than a week since the test and you see nothing, call the clinic directly and ask if the results are ready. They can also mail or fax a copy if needed.",health,False,
health-en-006,I want to switch to a different primary care doctor within the same clinic. Is that possible?,"Yes, most clinics allow you to switch providers. Call the patient services desk or use the portal to request a change. Check if the new doctor is accepting patients and takes your insurance.",Absolutely. Call the front desk and ask to switch — they'll check which doctors are taking new patients and whether they accept your insurance. Book a first visit with the new doctor before fully transferring records.,health,False,
health-en-007,What vaccines do I need before traveling internationally? I'm going to Southeast Asia next month.,"Vaccine requirements vary by destination. Visit a travel clinic or your county health department at least 4-6 weeks before travel. Common recommendations for Southeast Asia include Hepatitis A, Typhoid, and Tetanus boosters. Some countries also require Yellow Fever vaccination.","Use the CDC Travel Health site — enter your destinations for the list. For Southeast Asia, Hep A, Typhoid, and updated routine vaccines are common. Book a travel clinic visit ASAP (4-6 weeks before departure). Some vaccines need multiple doses.",health,False,
health-en-008,The emergency room charged me an outrageous amount even though I have insurance. Can I negotiate this?,"Yes. Request an itemized bill and check it for errors. Then call billing and ask about prompt-pay discounts, financial assistance, and payment plans. Many non-profit hospitals offer charity care.","Yes. Get an itemized bill and check it for errors. Then call billing and ask about prompt-pay discounts, financial assistance programs, and zero-interest payment plans. Many non-profit hospitals are required to offer charity care.",health,False,
health-en-009,My child has had a fever for 2 days. At what point should I take them to the hospital?,"Seek immediate care if: fever above 104°F (40°C), fever lasting more than 3 days, difficulty breathing, unusual rash, seizure, or the child is under 3 months with any fever. For temperatures between 101-103°F with normal behavior, monitor closely.","Two days of fever is worth watching carefully. The line for 'go to the hospital now' in kids: fever over 104°F (40°C), fever lasting more than 3 days, any difficulty breathing, a rash that doesn't fade when you press it, a seizure, or your child seems unusually unresponsive or limp. For a child under 3 months, any fever at all is an ER situation. If they're uncomfortable but drinking fluids, playing somewhat normally, and responsive, you can continue monitoring while giving age-appropriate fever reducer.",health,False,
