id,prompt,responseA,responseB,category,isGold,goldAnswer
bank-ph-014,Hindi gumagana yung debit card ko sa ibang ATM. Need ba ng activation?,"Cards need to be activated via ATM (insert card → perform a PIN change transaction). If the card still fails at other ATMs after activation, visit a branch — the card may have a defect.","If you've never used the card at an ATM before, it might just need that first activation tap. Insert it at any ATM, choose 'Change PIN,' and that usually activates it. If it's already been used before and is now suddenly failing, there could be a network restriction on that specific ATM or a limit issue. Try a different ATM or machine on a different network (e.g., Bancnet vs Megalink). If it fails everywhere, the branch can replace it quickly.",banking,False,
bank-ph-015,"Nagpa-loan ako ngayong buwan, kelan malalaman kung approved?","Loan evaluation typically takes 5-7 business days. Check your application status in the app. You'll receive an SMS and email notification once a decision is made. If no update after 2 weeks, follow up with the branch.","The waiting game is tough! Most loan decisions come back within a week, though sometimes it stretches to two depending on how busy they are. Your app should show a status tracker — keep an eye on that. You'll also get a text and email the moment there's an update. If it's been two weeks with zero movement, it's totally reasonable to call the hotline or drop by a branch to check.",banking,False,
hr-ph-001,Kelan po ba malalaman kung nai-credit na ang sweldo? Wala pa rin sa account ko as of ngayon.,"Payroll is typically credited by 5 PM on the payroll date. If it's not reflected by end of day, contact HR to confirm the crediting batch was processed.","It usually lands before 5 PM on payday, but some banks post it in the evening or even overnight depending on the batch. If it's already past 5 PM and nothing yet, give it until morning before worrying. If there's still nothing by the next day, reach out to HR — sometimes payroll processing gets delayed on their end.",hr,False,
hr-ph-002,May holiday ba tayo bukas? Hindi ko alam kung pumasok ba ako or hindi.,"Opo, holiday bukas — i-confirm lang sa official company calendar o HR para sure na walang pasok.","Opo, holiday po bukas! Pwede magpahinga. Double-check nyo na lang sa company calendar para sure, pero yes, walang pasok.",hr,False,
hr-ph-003,Paano mag-apply ng SSS loan online? First time ko kasi at hindi ko alam ang process.,"Mag-log in sa My.SSS portal → ""Apply for Loan"" → i-complete ang form. Siguraduhin na updated ang contributions nyo bago mag-apply.","Ah, madali lang po yan! Pumunta lang kayo sa SSS online portal, i-click yung ""Apply for Loan,"" tapos i-fill out yung form. Need nyo lang ng updated contributions.",hr,False,
hr-ph-004,Nag-apply ako ng leave pero wala pang approval. Pwede bang mag-follow up?,"Follow up directly with your supervisor or HR via email — this creates a paper trail. Keep your message brief and reference the original submission date. During peak seasons, approval delays of 3-5 days are common.","A 4-day wait without feedback is definitely worth a nudge! Send a quick, polite email to your direct supervisor (and maybe CC HR) just referencing your request dates. Something like 'checking in on my leave request for [dates] submitted on [date]' — short and non-pushy. Peak seasons can slow approvals down, but you deserve to know so you can plan.",hr,False,
hr-ph-005,Hindi ko ma-access yung online payslip ko. Sabi ng system down daw.,"Payroll system downtimes are usually scheduled maintenance. Try accessing again after 6 PM. If you urgently need your payslip, request a copy directly from HR.","System maintenance is the most likely culprit — payroll platforms tend to go down for updates at off-peak hours. Try again after 6 PM or first thing the next morning. If you can't wait (maybe you need it for a loan application or rental), HR can usually email you a copy quickly when you explain the situation.",hr,False,
hr-ph-006,Kelan ipapasok yung 13th month pay? Last year daw November pa eh.,"Per labor law, kailangan mabayaran ang 13th month bago December 24. I-check ang employee handbook o kausapin si HR para sa exact payout date ng company nyo.","December 15 po usually ang payout, pero depende sa company. I-check nyo na lang sa employee handbook nyo o tanungin nyo si HR para sure.",hr,False,
hr-ph-007,May overtime pay ba kapag holiday? Hindi ko sure kung counted yung Sunday.,"Yes, work performed on a regular holiday is compensated at 200% of the daily rate. Sunday work is only at 130% if it's a rest day, not a declared holiday. Confirm your OT request was approved beforehand.","Holiday OT pay is actually pretty good — you get double your daily rate (200%) for holiday work. Regular Sundays are different though — that's just a rest day, so it's only 130% unless your company has a different policy. Either way, make sure your OT request has written approval before you work those hours, otherwise claiming it can get complicated.",hr,False,
hr-ph-008,"Nag-resign ako last month, kelan ko matatanggap yung final pay ko?","Per DOLE guidelines, final pay must be released within 30 days of the last working day. It includes last salary, unused leave conversion, and pro-rated 13th month. If delayed beyond 30 days, you can file a complaint with DOLE.","Legally they have 30 days from your last day to release everything — that includes your final salary, any unused leave converted to cash, and your 13th month pro-rated for the months you worked this year. If you're approaching that deadline with no word, send a polite email to HR asking for an update. Going past 30 days without a valid reason is a DOLE violation — you have options if they don't act.",hr,False,
hr-ph-009,Pwede bang magtanong about salary range bago mag-interview? Para lang prepared ako.,"Ang exact salary range ay usually hindi ibinibigay bago mag-interview, pero sa Glassdoor o JobStreet, may estimates ng typical pay para sa position nyo.","Bawal po i-disclose upfront yung exact figure, pero pwede nyo i-research sa Glassdoor o JobStreet for typical range ng position na yan.",hr,True,B
hr-ph-010,Hindi pa na-process yung PhilHealth contribution ko. Sino ang pwedeng i-contact?,"Log in to the PhilHealth member portal to check contribution posting. If unposted, inform your HR since employers are obligated to remit contributions monthly. HR can request correction posting from PhilHealth.","First, check the PhilHealth member portal (philhealth.gov.ph) — you can see which months have been posted. If your most recent contributions are missing, the issue is usually on the employer's end. Mention it to HR; they're required to remit monthly and can file a correction if something was missed. If HR isn't responsive, you can report non-remittance directly to PhilHealth.",hr,False,
hr-ph-011,Ano yung requirements para sa Pag-IBIG housing loan? Gusto ko sana mag-apply.,"Pag-IBIG housing loan requirements: minimum 24 months of active contributions, valid government ID, proof of income (payslips or ITR), and completed application form. You can apply at any Pag-IBIG branch or via their online portal.","Housing loans through Pag-IBIG are actually really competitive! The basics: you need at least 24 months of contributions, valid ID, and proof of income (payslips if employed, ITR if self-employed). Once you have those ready, you can start your application online or at a branch. Pro tip: check your contribution total first via the virtual Pag-IBIG app — it saves you a trip if you're not yet eligible.",hr,False,
hr-ph-012,Nagpromote yung officemate ko pero ako hindi. Fair ba yun?,Valid concern yan — pwede i-escalate sa HR o manager ang sitwasyon. Mas maganda kung may documentation ng work achievements para mas malinaw ang basis ng comparison.,Minsan talaga hindi pare-pareho. Pwede nyo i-raise sa HR para ma-review. Pero siguraduhin nyo lang na documented yung achievements nyo.,hr,False,
hr-ph-013,Kelan magkakaroon ng payout ang Pag-IBIG MP2? Q3 na wala pa.,Ang MP2 dividend payout ay annual — usually around April o May. Log in sa Virtual Pag-IBIG account para ma-monitor ang exact payout schedule.,"Annual po usually ang MP2 dividends, around April or May. I-check nyo na lang sa Virtual Pag-IBIG for exact payout date.",hr,False,
hr-ph-014,Hindi ko ma-update yung SSS contribution ko online. Laging error.,"Baka busy ang SSS server. I-try mag-log in ng off-peak hours tulad ng madaling araw. Kung persistent pa rin ang error, mag-email sa SSS o pumunta sa pinakamalapit na branch.","Try nyo po mag-login during off-hours (madaling araw). Pag ayaw pa rin, i-email nyo si SSS or punta sa branch para maayos.",hr,False,
hr-ph-015,May sick leave pa ba ako? 5 days lang daw per year pero hindi ko na track.,"Makikita ang leave balance sa HRIS — mag-log in lang. Kung hindi pa clear ang count, si HR ang pinaka-accurate na magbibigay ng updated information.","I-check nyo po sa HRIS nyo. Log in lang po, makikita nyo yung remaining leaves. Pag di clear, tanong nyo si HR.",hr,False,
ecom-ph-001,Sabi delivered na pero wala pa sa bahay. Anong gagawin ko? Since kanina pa yan.,"Contact the courier directly with your tracking number. If unresolved within 24-48 hours, report the missing delivery to the platform for investigation. Keep all tracking screenshots as evidence.","Super frustrating when this happens! First call or message the courier with your tracking number — sometimes the delivery was left with a neighbor or guard, or marked delivered early. If they can't resolve it within a day, escalate to the seller on the platform and use the 'Did not receive' dispute option. Document everything: screenshots of tracking status, timestamps, your messages.",ecommerce,False,
ecom-ph-002,"Pano mag-return ng item? Mali yung size ng natanggap ko, dapat medium pero small ang dumating.","Para mag-return, pumunta lang sa app → ""Return Item"" → piliin ang reason → i-schedule ang pickup. Free return po, walang babayaran.","Sige po, pwede naman i-return. I-click nyo lang yung ""Return Item"" sa app, i-fill out yung reason, tapos i-schedule nyo yung pickup. Free return naman po yan.",ecommerce,True,B
ecom-ph-003,Kelan ko matatanggap ang refund ko? 5 days na since I requested it pero wala pa rin.,"Ang refund processing ay 5-7 business days — depende sa payment method. I-monitor sa app kung may status update, pag 10 days wala pa, i-follow up na.","Usually 5-7 business days po ang refund, pero depende sa bank. I-check nyo na lang po sa GCash or bank account nyo. Pag wala pa next week, follow up nyo lang kami.",ecommerce,False,
ecom-ph-004,Pwede bang mag-cancel ng order? Hindi pa naman shipped eh.,"Cancellation is possible as long as the order status hasn't changed to 'Shipped.' Go to My Orders → select the order → tap Cancel. If the cancel button is grayed out, the order is already in transit.","Quick action matters here — once it ships, cancellations get complicated. Open the app, go to your orders, and look for a 'Cancel' button. If it's still there, you're good. If the button's gone, the item has likely already been handed to the courier and you'll need to initiate a return after delivery instead. Check order status first before calling support.",ecommerce,False,
ecom-ph-005,Saan ko makikita yung voucher ko? Nakuha ko sa promo pero di gumagana sa checkout.,"Vouchers have expiry dates and item restrictions. Check the voucher terms for minimum spend, applicable categories, and expiry. If it meets all conditions and still fails, screenshot the error and contact support.","Vouchers can be sneaky with their terms! The most common reasons they disappear at checkout: the items don't qualify (some are electronics-only or food-only), you haven't met the minimum spend, or it quietly expired. Check the voucher details page carefully. If everything checks out and it still drops off, take a screenshot and message support — they can usually honor it manually.",ecommerce,False,
ecom-ph-006,Ano yung return policy ninyo? 7 days lang ba o pwedeng mas matagal?,Standard return window is 7 days from delivery for most item categories. Electronics and appliances may have a 15-day policy. Always verify the specific return policy on the product listing before purchasing.,"The 7-day rule is the default, but categories vary. Clothes and accessories are usually 7 days. Electronics often get 15 days. Some sellers offer their own extended policies too, so always check the return policy tab on the product listing before buying — it's listed right there. When in doubt, reach out to the seller directly before the window closes.",ecommerce,False,
ecom-ph-007,Hindi ko ma-contact yung seller. Wala nang response sa chat. Help naman.,"Kung wala pa ring response ang seller after 24-48 hours, mag-escalate na sa platform — i-report para masigurado na may action na gagawin.","Naku, common yan pag busy yung seller. Try nyo po ulit mag-message after 24 hours. Pag wala pa rin, i-report nyo na lang sa platform para ma-actionan.",ecommerce,False,
ecom-ph-008,Nagbayad na ako via GCash pero pending pa rin sa app. Ano meaning nun?,"GCash-to-app sync can take up to 30 minutes. Wait, then refresh. If your GCash balance was deducted but the order remains unpaid after an hour, screenshot the GCash deduction proof and contact support.","This sync lag is a known thing — GCash confirmation and the app talking to each other sometimes takes up to 30 minutes. Don't try to pay again yet or you risk a double charge. Just wait, refresh after 30 minutes. If the money left your GCash but the order is still showing unpaid after an hour, grab a screenshot of the GCash transaction and raise it with support — they can manually verify and mark it paid.",ecommerce,True,B
ecom-ph-009,Pwede bang mag-request ng exchange instead of refund? Same item lang naman.,"Para sa exchange, depende sa seller at kung may stock ng replacement. Kung gusto ng mas mabilis na resolution, mag-return at mag-reorder na lang ng tamang item.",Pwede po pero depende sa item at stock availability. Mas mabilis kung mag-return kayo tapos mag-reorder na lang nung tamang item.,ecommerce,False,
ecom-ph-010,Nakuha ko na yung item pero iba yung color. Pwede bang magpa-replace?,"I-message ang seller na may kasamang photo ng maling item. Kung hindi nireresolba, i-open ng dispute sa platform para masigurado ang resolution.",Sorry po sa hassle! Pwede nyo i-message si seller at i-send yung pic ng maling color. Mag-aarrange po sila ng replacement or return.,ecommerce,False,
gov-ph-001,Paano po mag-apply ng PhilSys ID? First time ko kasi at di ko alam kung saan magsisimula.,"Para mag-apply ng PhilSys ID, pumunta sa pinakamalapit na registration center — dala ang valid ID at proof of address. Mas maganda mag-book ng appointment online para maiwasan ang mahabang pila.",Hi! Punta lang po kayo sa pinakamalapit na registration center. Dala lang po valid ID at proof of address. Pwede rin pong magpa-schedule online para hindi mahaba pila.,government,False,
gov-ph-002,Anong requirements para sa NBI clearance renewal? Online ba or kailangan pumunta sa opisina?,"NBI clearance renewal is fully online at nbi.gov.ph. Fill the form, choose a branch for pickup, print the reference number, and pay online. Walk-in without a reference number is no longer accepted.","Good news — no need to queue in person anymore! Go to nbi.gov.ph, fill out the form, pick your preferred pickup branch, and pay online. Print or screenshot your reference number — that's what you present at the branch. The actual pick-up usually takes just a few minutes once you're there. Don't go without the reference number though; walk-ins without it aren't entertained anymore.",government,False,
gov-ph-003,Hanggang kelan validity ng NBI clearance? 1 year ba o 6 months lang?,"Valid ang NBI clearance for 1 year — maliban kung may ""hit."" Para sigurado, i-renew bago mag-expire, ideally 6 months before para may oras kung may issues.","1 year po ang validity ng NBI clearance. Pero kung may hit, mas maikli. I-renew nyo na lang within 6 months bago mag-expire.",government,True,B
gov-ph-004,"Nawala yung PhilSys ID ko, paano mag-replacement? Same process ba or iba?","Para sa replacement, mag-file muna ng affidavit of loss sa notary o police report. Pagkatapos, puntahan ang PhilSys center na may dalang documents at bayad ng replacement fee.","Kailangan nyo po ng police report or affidavit of loss, tapos balik kayo sa registration center. Same process po pero may additional fee para sa replacement.",government,False,
gov-ph-005,Pwede bang mag-renew ng passport kahit hindi pa expired? Recommended ba yun?,You can renew a Philippine passport even if it's not yet expired. Renewal 6 months before expiry is recommended — many countries require at least 6 months of validity for entry. Book via the DFA online appointment system.,"Renewing early is actually the smart move! Lots of countries won't let you enter if your passport has less than 6 months left on it, even if your visa is valid. DFA actually recommends renewing 6 months before expiry. Book your appointment online at the DFA portal — slots go fast, so try early morning when they release new batches.",government,False,
gov-ph-006,Ano yung requirements para sa barangay clearance? Valid ID lang ba?,"Barangay clearance requirements: one valid government ID, proof of residency (utility bill or barangay ID), and completed request form. Most barangays process it within the day. Fee is usually P50-P100.","It's one of the quickest government documents to get! Bring a valid ID and proof that you actually live there — a utility bill (Meralco, water, internet) in your name works great. The barangay hall usually processes it on the spot and the fee is minimal, around P50-P100. If you're just moved in recently and don't have a utility bill yet, a lease contract works too.",government,False,
gov-ph-007,Hindi ko ma-access yung DFA online appointment portal. Laging down.,"DFA appointment slots are released at midnight and are taken within minutes. Try at exactly 12:00 AM using a stable connection. Alternatively, check for cancellation slots during weekday mornings.","The DFA portal is genuinely one of the most painful government websites to deal with! Slots open at midnight and get grabbed almost instantly. Set an alarm, have the form pre-filled, and hit submit right at 12:00 AM — second matter here. If you miss it, cancellation slots sometimes open up during weekday mornings around 8-10 AM when people change plans. Keep checking back.",government,False,
gov-ph-008,May available bang online application para sa LTO license renewal?,"LTO license renewal is available via the LTMS portal. Register your license, pay via GCash or credit card, and the renewed license is delivered to your address. No branch visit required for standard renewals.","Yes, LTO finally has a working online system! Log into the LTMS portal, find your license number, complete the payment online, and they'll mail the renewed license to you. The whole thing takes about 15-20 minutes if the portal is cooperating. One thing: you still need a medical certificate (from an LTO-accredited clinic) uploaded as part of the renewal. Make sure that's ready before you start.",government,False,
gov-ph-009,"Nag-apply ako ng business permit, ilang days bago ma-approve?","Bago magsumite, i-double check na kumpleto ang lahat ng requirements — incomplete submissions ang pangunahing dahilan ng delay. Kung complete lahat, expected 3-5 business days ang processing.","Depende po sa completeness ng requirements nyo. Usually 3-5 business days pag complete, pero pag may kulang, babalik po kayo. Make sure na tama lahat ng forms.",government,False,
gov-ph-010,Ano yung difference ng barangay clearance at police clearance? Kailangan ko parehas?,"Ang barangay clearance ay para sa local transactions, while police clearance ay national at may background check. I-refer sa requirements ng requesting agency para malaman kung alin ang kailangan.",Iba po sila. Barangay clearance ay local level lang. Police clearance naman ay national level at may NBI check. Depende po sa requirements ng agency na hihingi.,government,False,
gov-ph-011,Pwede bang magpa-schedule ng DFA appointment via phone? Hindi gumagana yung website eh.,DFA passport appointments are booked online only at the official DFA portal. There is no phone scheduling option. Slots release at midnight — use the site at that time for the best chance.,"DFA is 100% online-only for appointments — there's no phone option and no walk-in. The portal struggles because demand is high, but the strategy that works: try exactly at midnight when new slots are released, have your personal info pre-typed so you're not hunting for details while slots disappear. If the site keeps timing out, a desktop browser tends to be more stable than mobile during peak traffic.",government,True,B
gov-ph-012,Hanggang kelan validity ng PhilHealth contribution? 6 months ba or 1 year?,"Kung employed, i-check sa employer ang remittance status. Kung freelancer o voluntary member, mag-register sa PhilHealth member portal para sa direct contributions.",Pwede via employer (kung employed) o self-paying member (kung freelancer). Pumunta lang sa PhilHealth office o mag-register online sa member portal.,government,False,
gov-ph-013,Kelan start ng filing season para sa tax? First time mag-file as freelancer.,"Para sa freelancer, mag-register muna sa BIR bago mag-file. Ang annual ITR ay due April 15 — kailangan ang COR at official receipts. Prepahin na ang documents bago March ends.","April 15 po ang deadline ng annual income tax filing. Kung freelancer ka, kailangan mo ng COR at resibo ng expenses, ready na dapat by March.",government,False,
health-ph-001,"May available ba na doctor bukas sa clinic? Urgent kasi, mataas fever ng anak ko since kagabi.","Para sa mataas na lagnat ng bata, mas ligtas pumunta sa ER agad para ma-assess ng doctor in-person. Kung stable pa naman, pwedeng subukan teleconsult muna para sa initial guidance.","Naku, kailangan nyo na po magpunta sa ER kung mataas ang fever ng bata. Pero kung kaya pa po maghintay, try nyo magpa-online consultation muna para ma-assess.",health,False,
health-ph-002,"Paano mag-book ng teleconsult? Ayoko kasi puntahan ng clinic, maraming tao.","Teleconsult apps available in the Philippines include KonsultaMD, HealthNow, and MyDoc. Download, register, select a doctor, book a slot, and pay via GCash. Consultations typically cost P200-P500.","Teleconsult is so convenient! Apps like KonsultaMD, HealthNow, and MyDoc let you book a doctor in minutes. Just download one, create an account, and you can often get a same-day slot. Most consultations run P200-P500 and last 10-15 minutes. Doctors can issue e-prescriptions directly to a pharmacy too, so you don't need to leave home at all.",health,False,
health-ph-003,Covered ba ng PhilHealth yung lab test ko? Hindi ko sure kung included.,"Hindi lahat ng lab tests ay covered ng PhilHealth — basic ones usually covered, pero may mga hindi. I-verify sa clinic bago mag-undergo ng test para malaman kung may co-payment.","Depende po sa procedure. Some basic lab tests covered po, pero may mga special tests na hindi. Best to ask directly sa clinic kung covered ng PhilHealth.",health,False,
health-ph-004,"May lagnat na ako 2 days, pwede ba mag-consult online?","Para sa 2-day fever, okay ang teleconsult kung walang ibang alarming symptoms. Pero pag may shortness of breath o chest pain, ER na agad — huwag nang mag-antay.","Pwede po, pero depende sa symptoms nyo. Kung mild lang, teleconsult is okay. Pero kung may difficulty breathing or chest pain, go to ER na po agad.",health,False,
health-ph-005,Paano magpa-schedule ng checkup sa public hospital? First time ko kasi.,"Sa public hospital, pumunta sa OPD — dala ang valid ID, PhilHealth ID, at referral letter kung meron. Maaga-aga na pumunta para hindi huli sa queue.","Punta lang po kayo sa outpatient department ng public hospital. Bring valid ID, PhilHealth ID, at kung meron, referral letter. Mas maaga po pumunta para maaga sa pila.",health,False,
health-ph-006,Ano yung side effects ng paracetamol? Lagi akong sumasakit ng ulo pag uminom.,"Using paracetamol regularly for recurring headaches can mask an underlying condition. Consult a doctor to identify the root cause. Frequent use can also cause medication-overuse headache, making symptoms worse.","Using paracetamol all the time for headaches is actually a bit of a trap — past a certain frequency, the headaches start coming back stronger as a side effect of the medication itself (it's called a rebound headache). More importantly, recurring headaches are usually your body signaling something: dehydration, tension, poor sleep, or eye strain. Definitely worth a proper checkup to figure out what's actually going on rather than just managing the pain.",health,True,B
health-ph-007,Nawala yung reseta ko. Pwede bang mag-request ng duplicate sa clinic?,Balik sa clinic at i-request ang duplicate prescription — kailangan lang dalhin ang valid ID. Karamihan ng clinics ay accommodating sa ganitong request.,"Opo, pwede po. Pumunta lang kayo sa clinic na nag-issue ng reseta at mag-request ng duplicate. Dala nyo lang po valid ID nyo.",health,False,
health-ph-008,Hindi ko ma-book yung vaccination schedule online. Pwede walk-in?,"Para sa vaccination, mas ligtas mag-book ng appointment para masigurado na may slot. Kung walk-in, pumunta ng maaga — minsan may extra supply, especially sa health centers.","Naku, dapat po may appointment para sure. Pero minsan tinatry nila yung walk-in pag may extra supply. Pumunta lang po kayo ng maaga sa health center.",health,False,
health-ph-009,Saan pinakamalapit na health center na bukas ng weekend?,Search 'health center near me' on Google Maps and filter by 'Open now.' Call ahead to confirm weekend hours before traveling — not all health centers operate on weekends.,"Google Maps is your friend here — search 'health center near me' and it'll show you hours, distance, and whether they're open right now. The key thing to do before you go is call ahead; government health centers often have skeleton staff on weekends or close early. If the nearest one isn't open, BDO-affiliated or Philhealth-accredited clinics are usually open Saturday mornings.",health,False,
health-ph-010,Kelan ko matatanggap yung lab results? Sabi 3-5 days pero 1 week na.,"Kung lagpas na ng 1 week, pumunta na sa clinic at i-follow up sa reception. Dapat available na ang results — minsan nakalagay lang doon pero hindi pa naipapaalam.","Baka po busy yung lab. I-follow up nyo directly sa reception ng clinic. Lagpas 1 week na, dapat available na yung results nyo.",health,False,
health-ph-011,May free checkup ba sa barangay health center? Ano yung schedule?,"Available ang libreng checkup sa barangay health center — Monday to Friday, 8 AM hanggang 5 PM. Pumunta lang at magpa-lista sa OPD window.","Opo, may free checkup! Usually Monday to Friday po, 8 AM to 5 PM. Punta lang kayo sa barangay health center at magpa-lista.",health,False,
health-ph-012,Hindi gumagana yung online pharmacy delivery. Sabi out of stock pero available naman sa iba.,"Kung out of stock online, subukang tawagan ang pharmacy o mag-check sa ibang branch. Pwede rin humingi ng equivalent alternative brand mula sa pharmacist.","Naku, minsan talaga hindi updated yung inventory online. Try nyo po tumawag sa hotline ng pharmacy o mag-request ng alternative brand.",health,False,
health-ph-013,Pwede bang magpa-emergency sa clinic kahit walang appointment?,"Sa emergency, pumunta sa ER agad — huwag nang antayin pa. Kung hindi naman emergency level, pwede mag-walk-in sa clinic pero mag-aantay ng mas matagal.","Pwede po mag-emergency walk-in kahit walang appointment, pero baka mas mahaba po ang wait time. Go na po sa ER kung urgent!",health,False,
health-ph-014,Ano yung gamot para sa UTI? Hindi ko na kaya yung pain.,Kailangan ng proper diagnosis bago mag-take ng antibiotic para sa UTI. Pumunta sa doctor o teleconsult muna — hindi safe mag-self-medicate ng antibiotic nang walang prescription.,Wag po kayo mag-self-prescribe ng gamot. Best to magpa-checkup muna para malaman kung UTI nga at kung anong antibiotic ang kailangan.,health,True,B
social-ph-001,"Grabe yung traffic d2 sa EDSA, 2 hours na ako. Late na ko sa meeting.","Baka mas mabilis pag lumipat na sa MRT o LRT kaysa sa traffic. Kung may Grab o Angkas, subukan din yun. Sa susunod, mas maaga na umalis para hindi late.","Naku, EDSA talaga! Best option po ay mag-MRT/LRT or mag-Angkas/Grab. Kung kaya nyo ng 30 mins earlier, mas safe para hindi late.",social,False,
